Age,Income,LoanAmount,CreditScore,YearsExperience,Gender,Education,City,EmploymentType,LoanApproved,GenderMapping,DeptToIncome(%),Age_group,IncomeOutlier,loanOutlier
45,57663,21689,792,10,Male,Bachelors,"San Francisco",Salaried,1,1,37,adulting,no,no
59,86669,8881,597,10,Female,PhD,Houston,Salaried,0,0,10,middle_age,no,no
39,41866,19053,698,3,Male,Bachelors,"New York",Self-Employed,0,1,45,adulting,no,no
38,23049,24933,317,25,Female,Bachelors,"New York",Self-Employed,0,0,108,adulting,no,no
23,72356,11082,545,4,Female,Bachelors,"New York",Self-Employed,0,0,15,young,no,no
18,37499,18502,802,35,Male,Masters,Houston,Salaried,0,1,49,,no,no
22,44576,26399,388,32,Female,Masters,Chicago,Salaried,0,0,59,young,no,no
58,33234,24714,575,13,Female,"High School",Chicago,Unemployed,0,0,74,middle_age,no,no
29,44619,10739,539,31,Female,Bachelors,"San Francisco",Self-Employed,0,0,24,young,no,no
43,37394,22990,789,6,Female,"High School",Houston,Salaried,0,0,61,adulting,no,no
63,49738,24470,312,9,Male,Bachelors,"San Francisco",Salaried,0,1,49,senior,no,no
51,51212,20864,614,1,Male,"High School",Houston,Self-Employed,1,1,40,middle_age,no,no
66,39784,28715,497,9,Female,Bachelors,Chicago,Salaried,0,0,72,senior,no,no
31,64938,15284,542,34,Female,PhD,"New York",Self-Employed,1,0,23,adulting,no,no
43,53825,23300,806,20,Female,Masters,Houston,Salaried,1,0,43,adulting,no,no
62,22309,10678,342,39,Male,Masters,Chicago,Self-Employed,0,1,47,senior,no,no
44,63796,7195,629,7,Male,Masters,Chicago,Self-Employed,1,1,11,adulting,no,no
26,52773,26249,728,17,Male,PhD,Chicago,Salaried,1,1,49,young,no,no
43,70861,20164,461,8,Male,Masters,"New York",Self-Employed,0,1,28,adulting,no,no
64,49738,16293,734,29,Male,PhD,Chicago,Unemployed,0,1,32,senior,no,no
39,38124,11479,532,3,Female,Bachelors,"San Francisco",Unemployed,0,0,30,adulting,no,no
64,46936,26617,410,34,Male,PhD,Chicago,Self-Employed,0,1,56,senior,no,no
47,62059,7936,531,13,Male,"High School",Chicago,Unemployed,0,1,12,middle_age,no,no
60,38439,27943,572,13,Female,"High School",Houston,Salaried,0,0,72,middle_age,no,no
65,43396,23608,340,36,Male,Bachelors,Houston,Salaried,0,1,54,senior,no,no
34,46675,8338,765,19,Female,Bachelors,Houston,Self-Employed,1,0,17,adulting,no,no
43,32759,21008,376,28,Female,"High School",Chicago,Salaried,0,0,64,adulting,no,no
53,38655,41230,789,22,Male,Masters,Chicago,Salaried,0,1,106,middle_age,no,no
18,52588,29515,416,20,Male,Masters,"San Francisco",Unemployed,0,1,56,,no,no
25,68037,13376,733,30,Male,Masters,"New York",Salaried,1,1,19,young,no,no
66,54757,25734,318,31,Male,Bachelors,Chicago,Salaried,0,1,46,senior,no,no
52,49312,8673,495,6,Female,"High School","New York",Unemployed,0,0,17,middle_age,no,no
69,37531,9029,750,12,Female,PhD,Chicago,Self-Employed,0,0,24,senior,no,no
32,66427,19462,724,22,Male,Bachelors,"New York",Self-Employed,1,1,29,adulting,no,no
64,56503,24413,693,7,Female,"High School",Houston,Unemployed,0,0,43,senior,no,no
39,39399,26491,583,11,Female,Masters,Chicago,Unemployed,0,0,67,adulting,no,no
31,63480,26601,333,35,Female,Masters,"San Francisco",Salaried,0,0,41,adulting,no,no
43,58394,23958,594,15,Male,Masters,"New York",Salaried,0,1,41,adulting,no,no
45,37797,7088,550,25,Female,"High School",Houston,Self-Employed,0,0,18,adulting,no,no
40,48479,19513,638,28,Female,Masters,"San Francisco",Self-Employed,1,0,40,adulting,no,no
31,42608,27749,739,28,Female,"High School",Houston,Unemployed,0,0,65,adulting,no,no
41,89503,23546,479,5,Male,Bachelors,Chicago,Salaried,0,1,26,adulting,yes,no
19,57976,21457,527,36,Female,PhD,"San Francisco",Unemployed,0,0,37,young,no,no
62,52801,22634,322,32,Female,Bachelors,"New York",Self-Employed,0,0,42,senior,no,no
43,57090,22500,626,30,Female,Bachelors,"New York",Self-Employed,1,0,39,adulting,no,no
31,70687,4281,453,17,Female,Bachelors,"San Francisco",Unemployed,0,0,6,adulting,no,no
68,48749,29239,445,37,Female,"High School","New York",Salaried,0,0,59,senior,no,no
24,41151,19116,551,30,Female,Bachelors,Houston,Salaried,0,0,46,young,no,no
20,62664,25661,601,15,Female,"High School","San Francisco",Unemployed,0,0,40,young,no,no
64,47376,1555,369,39,Male,"High School","New York",Self-Employed,0,1,3,senior,no,no
40,33952,33288,842,36,Male,Bachelors,Houston,Unemployed,0,1,98,adulting,no,no
63,31030,10749,392,13,Male,"High School","New York",Unemployed,0,1,34,senior,no,no
60,72939,40331,462,38,Male,"High School",Houston,Salaried,1,1,55,middle_age,no,no
64,51975,36954,380,3,Male,"High School",Chicago,Self-Employed,0,1,71,senior,no,no
62,41156,9401,362,29,Male,Bachelors,Houston,Self-Employed,0,1,22,senior,no,no
35,46485,26536,735,32,Female,PhD,"New York",Salaried,1,0,57,adulting,no,no
55,62112,11862,347,35,Male,"High School",Houston,Self-Employed,0,1,19,middle_age,no,no
